lat1,lng1,lat2,lng2,distancia_grados
17.694651,-92.016291,17.7186,-92.01218,0.024299278219730536
16.031041,-92.878868,15.9945,-92.846191,0.049020720210941005
30.258792,-105.779953,29.962839,-106.141918,0.4675541032158727
28.800859,-105.852112,28.838217,-105.910631,0.06942689338432828
26.69181,-106.574716,26.954838,-106.34788,0.3473302458467955
27.106116,-104.961141,27.08239444,-104.9820556,0.03162487789689354
28.33758,-105.456007,28.333931,-105.426611,0.029621614017475824
28.535309,-105.547997,28.49779167,-105.5476667,0.037518783941099455
20.452179,-100.53256,20.444769,-100.555436,0.024046194626174116
20.042975,-98.646836,20.058,-98.625555,0.02605055826656153
21.973691,-104.085514,21.981111,-103.588889,0.4966804274631815
21.516917,-103.761276,21.502486,-103.557917,0.20387039177378513
18.218854,-102.677274,18.074194,-102.757774,0.16554988855327155
18.458199,-103.151569,18.7723,-103.1622444,0.3142823608893136
18.61887,-103.185337,18.7723,-103.1622444,0.1551580905875036
18.73853,-103.110344,18.7723,-103.1622444,0.06191982251396456
21.007939,-104.306942,21.03436389,-104.351,0.05137491776646961
25.431299,-100.008472,25.437253,-100.041569,0.03362828459793709
16.481116,-95.054425,16.483212,-95.042224,0.012379726047040445
20.155713,-98.078119,20.161236,-98.085097,0.008899214178794301
21.815283,-98.995483,21.788428,-98.952425,0.05074625492584665
21.774215,-100.208454,21.825667,-100.038833,0.1772529039113378
21.807299,-98.640502,21.715717,-98.594458,0.10250518357624326
23.270287,-106.217,23.24530556,-106.2081361,0.026507377608574606
18.059342,-91.609064,18.075181,-91.611983,0.01610572823562912
19.484821,-96.409914,19.460083,-96.421694,0.0273995810916883
20.008963,-97.057675,20.049888,-97.056833,0.040933660830664
18.552846,-95.050737,18.499501,-95.036501,0.05521188930837207
17.529169,-94.482807,17.433201,-94.500662,0.09761484543347006
17.529493,-94.896472,17.501739,-94.82208,0.07940059307083516
21.62596,-98.238721,21.525,-98.281389,0.1096060209295121
17.578077,-95.67181,17.544847,-95.637751,0.04758411899993443
32.173159,-115.101173,32.24115,-115.1030861,0.0680179096459887
30.499114,-115.962283,30.525483,-115.950305,0.028961986206061784
23.630899,-109.927896,23.730381,-109.830447,0.13925866552929433
27.055333,-101.75014,27.044,-101.793944,0.045246296036245005
25.38201,-101.079793,25.383667,-101.067528,0.012376424120075086
26.952134,-103.457196,27.025222,-103.365917,0.1169346466407617
25.361336,-103.281032,25.32666667,-103.2872222,0.035217623694522075
19.128333,-103.542222,19.095011,-103.62072,0.08527773266217714
15.467754,-93.000994,15.507899,-92.952005,0.06333674404325378
17.238387,-92.020602,17.192139,-92.056544,0.05857221925111145
25.985624,-106.590549,26.042111,-106.507611,0.10034686349358131
28.052069,-108.652471,28.160972,-108.570194,0.136489443320724
28.506949,-105.546656,28.49779167,-105.5476667,0.009212936948597771
20.810921,-101.297986,20.813278,-101.313028,0.015225544752167223
18.366119,-100.103359,18.419,-100.074611,0.06019009607069529
22.154509,-104.04575,21.981111,-103.588889,0.48866024979018297
20.816719,-104.985194,20.821917,-105.097305,0.11223143732929611
19.856046,-103.551756,19.873513,-103.542169,0.01992502592218952
20.600022,-102.681869,20.57136097,-102.717583,0.045792405884171695
18.711985,-103.317254,18.78102875,-103.169136,0.16341964795600936
19.156717,-102.899334,19.187166,-102.850998,0.05712714325956859
19.027943,-101.463749,19.057972,-101.409889,0.061665553115170905
21.236142,-87.087957,21.221722,-86.922072,0.16651056910899384
21.698076,-100.128433,21.825667,-100.038833,0.15590902244899266
22.027408,-99.424684,21.959083,-99.395444,0.07431879456100116
25.363058,-107.971415,25.40844444,-107.9758333,0.045600990238851585
27.354725,-110.104707,27.34269444,-110.0952778,0.01528542398998403
30.99788,-110.306688,30.98595,-110.3039889,0.012231518336248958
28.744884,-110.510071,28.79838056,-110.5821806,0.08978683836729176
28.371412,-109.065442,28.37308889,-109.0351528,0.030335583012561496
23.046488,-98.329025,23.07169444,-98.32965278,0.025214256388045305
23.941236,-97.834198,24.022585,-97.943471,0.13622866192545638
23.334071,-97.839778,23.242944,-97.833083,0.09137260614648104
20.709434,-97.225481,20.722583,-97.204277,0.0249500664728543
18.251803,-96.052381,18.289211,-96.091875,0.05439792735022711
17.909729,-95.565875,17.908834,-95.527807,0.03807851952217606
21.26304,-98.250594,21.308992,-98.222153,0.05404143581549278
20.62309,-88.062873,20.616027,-88.098444,0.03626543822981254
22.927206,-102.483911,22.93801,-102.490703,0.012761570436266646
22.05473,-102.2861,22.037156,-102.285142,0.01760009204521423
32.281605,-115.176566,32.31177778,-115.1377778,0.049141846853454546
24.664932,-111.197011,24.48875,-111.294361,0.20128864752886244
25.423788,-100.650243,25.40801,-100.623365,0.03116684404940168
25.284645,-101.277322,25.28949,-101.333313,0.05620023225931238
15.279434,-92.817662,15.338,-92.745583,0.09287280870631728
15.465611,-92.944247,15.47975,-92.922805,0.025684055073143638
17.666741,-91.884764,17.748674,-91.902448,0.0838196894828451
15.62664,-93.12552,15.610617,-93.09541,0.0341078968715402
15.984408,-93.328821,15.874889,-93.467694,0.1768618712159216
16.201332,-93.289932,16.219122,-93.277219,0.02186560012896275
27.650094,-107.843749,27.56077778,-107.8178056,0.09300778009741255
28.091124,-105.376692,28.127,-105.361833,0.03883139524920412
26.813261,-107.26936,26.818858,-107.081417,0.18802632171587452
28.097486,-107.591674,27.98028,-107.597178,0.11733516289672034
28.364328,-105.578672,28.328591,-105.595447,0.03947826989623435
27.541425,-107.830777,27.56077778,-107.8178056,0.02329779628394674
27.976317,-108.136584,27.871139,-108.219667,0.1340343111781487
21.394244,-100.852717,21.45112778,-100.8422139,0.05784530695482774
21.331092,-101.225211,21.30605,-101.241298,0.029763960304369726
19.846888,-98.641041,19.84458333,-98.66902778,0.028081512754423613
18.806355,-102.455417,18.9442749,-102.2982025,0.20913703121699515
19.31697,-100.895526,19.424,-100.903778,0.10734764275008367
17.472141,-95.465149,17.473583,-95.363586,0.10157323630267841
20.97039,-100.016873,20.9268,-99.9914,0.0504872442206951
24.8794,-107.449536,24.88695,-107.4306833,0.02030829380548361
19.517576,-98.565164,19.540604,-98.554262,0.02547827286140164
19.447587,-96.516974,19.414861,-96.516967,0.032726000748640474
20.451618,-89.142922,20.4663,-89.080027,0.06458592841323642
20.504075,-89.751462,20.488375,-89.714277,0.04036352592379118
21.385597,-87.722593,21.402055,-87.878972,0.1572426704333158
22.983191,-102.792208,22.996503,-102.741722,0.052211546041087784
32.107778,-116.548333,32.113322,-116.5342,0.015181489551422681
32.492656,-115.175382,32.459425,-115.192338,0.037306906827018343
25.072473,-111.166832,25.202194,-111.558603,0.41268881046377354
17.534944,-91.950286,17.512869,-91.9723,0.03117566071473037
14.83182,-92.343586,14.829777,-92.329472,0.014261095504910642
16.101268,-93.540571,16.013414,-93.672432,0.15844762111499244
27.062931,-105.439465,26.95426,-105.404719,0.11409062519330565
26.485161,-107.202854,26.429889,-107.2674,0.08497752702920534
20.526388,-101.050037,20.522706,-101.065739,0.016127923858938138
20.264575,-103.455254,20.27905556,-103.4465,0.016920967286579873
25.514589,-98.758313,25.332558,-98.655069,0.20927161416924536
17.891376,-96.198244,17.952227,-96.169897,0.06712969990994858
16.216163,-98.186617,16.321277,-98.256972,0.12648627997138753
29.166528,-110.865297,29.18042778,-110.8828361,0.022379095443262265
27.237531,-109.777525,27.20243333,-109.7795,0.03515319422796219
19.338673,-97.87425,19.3142,-97.8485,0.03552450181213146
20.541584,-98.193455,20.39985,-98.19993,0.14188182540762512
21.676195,-102.813077,21.772844,-102.7962,0.09811147909393753
27.59414,-101.99391,27.322686,-102.40043,0.4888208102321336
16.974899,-91.681351,16.994611,-91.725556,0.048400877770957175
16.265041,-92.428056,16.273666,-92.445083,0.019086889584212872
20.372777,-100.595833,20.3543,-100.609481,0.02297101288581157
20.960833,-103.160278,21.02278333,-103.1113611,0.07893482433450759
18.185252,-102.647312,18.074194,-102.757774,0.1566388611041321
24.276484,-106.484882,24.38409722,-106.6908694,0.23240355865934537
27.615604,-110.215232,27.579453,-110.229042,0.0386989780356045
17.958038,-94.281299,17.938316,-94.277091,0.020165925418883422
17.303901,-94.654384,17.251144,-94.607989,0.07025522809015013
21.455061,-102.980034,21.483794,-103.092558,0.11613455930513733
23.317952,-102.918797,23.344317,-102.981692,0.06819746512884323
16.468641,-92.963664,16.488055,-92.967555,0.01980008275235195
16.105001,-93.677026,16.091277,-93.746286,0.07060662699775411
16.146427,-93.245196,16.161775,-93.265022,0.025072522409996512
20.524096,-101.096135,20.536397,-101.103289,0.01423004978909131
17.90228,-101.834059,17.966138,-101.811944,0.06757897150001577
20.119554,-97.17861,20.129444,-97.208751,0.031722105557481485
17.378772,-94.949282,17.383055,-94.987222,0.03818098596160711
21.764309,-97.894664,21.798056,-97.944167,0.05991166011719764
15.664204,-92.050435,15.65286111,-92.04977778,0.011361914085245015
26.432265,-106.369275,26.042111,-106.507611,0.4139528869472958
23.258189,-105.267137,23.773389,-105.3565,0.5228927096154609
18.078692,-101.277229,17.921786,-101.323086,0.16346974424950816
21.275801,-102.823579,21.250639,-102.83886,0.02943866853307288
18.977404,-103.064693,19.05361944,-102.8713806,0.20779431486004973
19.352833,-102.180369,19.37972222,-102.1241667,0.0623035205867047
26.202741,-98.661197,26.232339,-98.675778,0.03299465358205456
23.168819,-103.265472,23.152139,-103.191861,0.0754771602605714
22.20273,-101.937981,22.163542,-101.952817,0.04190234170067375
22.405613,-101.630551,22.438911,-101.579694,0.06078808479463286
26.812275,-105.249598,26.740556,-105.158056,0.11629081100843892
27.402519,-108.363384,27.392023,-108.420943,0.05850815752525289
20.688923,-100.990203,20.698028,-100.989278,0.009151865929963242
19.965807,-104.965569,19.951921,-105.23999,0.27477209872365527
15.937386,-96.475102,15.980164,-96.4599,0.04539887760727222
16.365148,-95.230437,16.346444,-95.219305,0.021766052467081538
18.708266,-97.455369,18.712888,-97.471805,0.017073516919485904
18.275745,-98.314178,18.332106,-98.274007,0.06921178773879458
20.739435,-100.32911,20.726386,-100.346439,0.021692640272684555
21.504654,-98.60427,21.543775,-98.55236944,0.06499323633512166
27.640111,-110.374915,27.63199167,-110.4129833,0.03892452934254029
27.045702,-109.51531,27.06822222,-109.5015556,0.026388327499262277
19.780429,-96.861706,19.736214,-96.851678,0.04533792021034856
20.207948,-96.965146,20.241361,-96.956781,0.03444418374704449
20.636044,-88.034141,20.679236,-88.011763,0.048644873810096946
16.917913,-92.06871,16.914945,-92.075675,0.007571013736621278
17.645991,-93.980869,17.693853,-93.916003,0.08061246181577354
19.577565,-101.032185,19.64325,-100.999443,0.07339317263206248
25.381535,-100.449047,25.386588,-100.528006,0.0791205187672696
23.855108,-100.569154,23.828444,-100.523017,0.05328781910530929
25.128357,-98.010656,25.155417,-97.982611,0.03897134363862073
18.989802,-96.964302,19.022389,-96.974031,0.03400832265784112
20.559404,-98.216687,20.39985,-98.19993,0.16043153045770006
19.151261,-101.312026,19.20736944,-101.4313111,0.13182219889397717
30.375485,-110.71846,30.327611,-110.702592,0.05043523867297488
26.780049,-107.848984,27.028916,-107.737139,0.2728444386715608
21.067817,-101.709502,21.072333,-101.719444,0.010919597977942909
18.096241,-102.788348,18.074194,-102.757774,0.03769402717938366
20.666341,-99.921357,20.657794,-99.900858,0.02220946217268756
19.065162,-96.572295,19.022972,-96.613277,0.05881768801984737
18.139556,-95.679154,18.132941,-95.654638,0.02539276434340253
23.046442,-103.718178,22.888028,-103.483139,0.2834401646150389
18.56874,-103.295163,18.6,-103.501389,0.2085817601709233
24.007842,-99.834296,23.978127,-99.779061,0.06272070192527779
19.476819,-102.097447,19.467251,-102.075111,0.024299043602573532
17.142515,-95.521776,17.030166,-95.446333,0.13532902146251066
18.208552,-96.027494,18.175722,-96.034277,0.033523394652093634
20.239027,-97.909026,20.250697,-97.886911,0.025005241950438028
26.043884,-98.142435,26.041508,-98.170883,0.028547050285447028
19.151739,-101.050488,19.424,-100.903778,0.30927314177115317
20.968599,-98.104747,20.94278,-98.138062,0.04214866529322396
22.863753,-102.213983,22.867464,-102.183492,0.030715999120977017
18.926436,-101.212454,19.057972,-101.409889,0.23723890600195668
25.287431,-107.400628,25.36352222,-107.5518639,0.1692990585026956
25.226695,-100.182317,25.34293,-100.183655,0.11624270071277563
19.852664,-96.52888,19.891311,-96.505231,0.04530856221510854
18.062742,-102.211114,18.025469,-102.213699,0.037362531418521146
16.17937,-95.489006,16.098916,-95.375916,0.1387883072020113
25.601491,-107.073059,25.47913333,-106.9396111,0.18105176448253887
23.448795,-103.916769,23.621417,-103.923667,0.17275976756177946
18.51428,-98.070018,18.476737,-97.96423,0.11225229526829641
16.908235,-94.071139,17.163808,-94.146228,0.26637551736223397
24.445145,-99.422069,24.484972,-99.492083,0.08054905415335416
17.049805,-96.796547,17.048444,-96.799528,0.0032769928287907217
22.653827,-102.366616,22.627058,-102.438603,0.07680304375479478
26.100442,-99.620092,26.088951,-99.614236,0.012897124369405813
30.136583,-108.679818,30.12656111,-108.9142083,0.23460445650767733
20.066902,-96.64317,20.028405,-96.649081,0.038948156952543174
18.147179,-96.653558,18.145528,-96.510634,0.1429335355226416
26.108939,-107.87108,25.79969444,-107.8747222,0.3092660076866408
19.290719,-101.166699,19.421898,-101.214195,0.13951272363838638
17.71686,-97.53871,17.673187,-97.574892,0.056713914104044555
26.708343,-108.070944,26.711475,-108.3237278,0.25280320204942336
21.82158,-104.569013,21.66886111,-104.8435,0.31411171982566344
22.792898,-105.353949,22.63707,-105.31837,0.1598381394567635
19.431888,-102.096247,19.434401,-102.081009,0.01544382766675184
17.323141,-97.89435,17.313581,-97.821072,0.07389897755720504
18.290293,-97.076487,18.314227,-97.0265,0.05542144463111894
18.62678,-103.296998,18.7723,-103.1622444,0.1983295316208843
19.990018,-88.901041,20.109211,-88.918302,0.12043634571838971
23.595262,-100.233977,23.54485,-100.232631,0.05042996589330734
18.881563,-96.203192,18.895886,-96.242375,0.04171877057152539
18.279559,-95.658713,18.258166,-95.690361,0.03820021404389446
18.2273,-102.72821,18.074194,-102.757774,0.15593420834441665
18.138384,-96.767059,18.12167,-96.841756,0.07654410235282638
23.426187,-100.576192,23.424597,-100.629767,0.053598588834030604
21.339191,-99.019459,21.319056,-99.051639,0.03796011887494273
18.958151,-103.366517,18.78102875,-103.169136,0.2652009626793714
22.450259,-103.550569,22.443417,-103.500083,0.050947513776426846
16.709867,-95.910365,16.663527,-96.003475,0.10400417155094926
18.88898,-103.302296,18.78102875,-103.169136,0.1714207046320932
17.322488,-92.426197,17.30652778,-92.4265,0.015963095923047243
19.634485,-100.846767,19.661858,-100.82431,0.035406185589526226
18.652933,-96.110455,18.722451,-96.094342,0.07136092132953405
16.562233,-97.392064,16.594721,-97.222691,0.17246067167039136
28.567005,-111.36948,28.597783,-111.373411,0.031028020320348227
23.730803,-100.9125,23.691194,-100.889611,0.04574690374221863
21.783263,-98.624494,21.715717,-98.594458,0.07392309119618676
22.110867,-101.442992,22.115195,-101.4037189,0.039510858856904314
20.208611,-100.091111,20.250139,-100.111528,0.04627557317851754
19.870398,-102.220139,19.8869,-102.211411,0.0186679936790234
19.931609,-97.629537,19.934444,-97.620275,0.009686168953711667
16.943661,-97.68818,16.959533,-97.72995,0.04468392646131294
18.22656,-98.134628,18.25933333,-98.10786111,0.04231498032093755
19.13862,-96.947785,19.149194,-96.960138,0.016260568409503726
21.452768,-102.885711,21.376083,-102.85045,0.08440336098758172
16.825177,-91.86204,16.796411,-91.851125,0.030767190008188793
21.150983,-104.605303,21.16551399,-104.6232224,0.023070642963298724
21.434161,-102.889837,21.376083,-102.85045,0.07017399698606451
17.220707,-97.878274,17.18480556,-97.94280556,0.0738460265018108
21.216061,-98.675085,21.211389,-98.668778,0.007848938335845136
21.033497,-99.680971,21.136722,-99.627306,0.11634144940647397
17.563286,-93.967683,17.693853,-93.916003,0.14042280402056784
19.759397,-100.454379,19.769444,-100.477501,0.025210495691279804
19.217589,-100.565736,19.20863056,-100.5748389,0.012771704492496252
24.011872,-102.432644,23.808312,-102.473471,0.20761386641792595
16.954894,-97.452312,17.031944,-97.571583,0.14199392219739346
24.057095,-98.931316,24.053675,-98.899222,0.032275706591801526
17.264648,-94.12322,17.207725,-94.200669,0.09611750896689092
25.432732,-107.573477,25.43791667,-107.6097222,0.036614141066650854
16.594709,-97.242609,16.594721,-97.222691,0.019918003614824535
21.477973,-98.360439,21.514139,-98.373861,0.03857628338759784
21.507244,-98.983043,21.480945,-98.969194,0.029722587404193146
17.351534,-97.637819,17.285556,-97.677089,0.07678039713364544
22.496446,-99.401374,22.528647,-99.3294,0.07884897638523694
22.537511,-102.81389,22.54674167,-102.7896778,0.02591208014592067
21.844434,-104.79899,21.66886111,-104.8435,0.18112697149500295
24.19434,-102.979049,23.995598,-103.021642,0.20325487992419625
20.523415,-101.355128,20.526417,-101.371667,0.01680923927488335
27.010701,-107.63727,27.028916,-107.737139,0.10151651779882702
21.103091,-98.507248,21.115188,-98.514608,0.014160049752733559
27.625125,-108.282036,27.871139,-108.219667,0.2537967303906808
19.204684,-99.105993,19.216611,-99.098903,0.013875209151572166
20.238111,-105.575333,20.425911,-105.455757,0.2226370584067229
20.902483,-98.542686,20.899917,-98.573444,0.03086484926254287
27.083228,-107.930835,27.028916,-107.737139,0.20116643298522996
17.326619,-92.118269,17.351983,-92.074997,0.05015773599356472
16.237411,-91.658881,16.15139722,-91.64609444,0.0869589930169513
24.122841,-105.701452,23.810392,-105.545831,0.34905912571081626
16.265529,-91.66657,16.15139722,-91.64609444,0.11595392086204757
16.619688,-93.74844,16.6446,-93.76328,0.02899712647832194
24.028481,-110.137112,24.022952,-110.270355,0.13335766528399542
19.167134,-99.00562,19.176046,-98.99903,0.011083855105504848
17.095045,-93.151541,17.071081,-93.134744,0.029264526392885067
18.516017,-99.801361,18.505383,-99.788192,0.016926444310610397
20.482705,-101.104218,20.45596667,-101.0764667,0.03853664415694809
19.86449,-102.89196,19.8925,-102.83136,0.06676016851386124
27.93101,-107.11832,27.936777,-107.042944,0.0755962939898425
15.331169,-92.229429,15.353767,-92.24669,0.028436098976480282
21.113566,-100.629081,21.129964,-100.619825,0.01882997450874421
16.972104,-92.732178,17.006472,-92.740944,0.035468326433589985
16.236942,-91.860762,16.208306,-91.864667,0.028901029756739714
16.846321,-92.277042,16.799067,-92.246411,0.05631339695844909
26.786284,-107.059646,26.81173889,-107.0723278,0.02843904843963871
14.940376,-92.521012,14.939828,-92.515011,0.006025969216646618
26.897159,-106.250096,26.954838,-106.34788,0.11352787189497067
26.243794,-106.946635,26.09427,-106.963681,0.15049250045101797
32.465458,-116.139611,32.479547,-116.181247,0.043955163712579876
25.251014,-106.897741,25.4696,-106.9296806,0.22090716929099286
32.614068,-114.918106,32.60635,-114.927388,0.012071580178255168
21.260735,-98.992757,21.193139,-99.004667,0.06863721524071505
25.514178,-101.703052,25.561716,-101.764656,0.07781332957790889
28.122663,-107.463001,28.28052778,-107.4053056,0.16807750576923908
21.414167,-100.794166,21.459467,-100.786189,0.04599698391199434
26.302937,-106.681646,26.042111,-106.507611,0.31355762389232705
17.351956,-98.907106,17.325167,-98.911533,0.02715232678795881
16.883531,-92.930264,16.891,-92.9243,0.009557994402585361
16.981718,-91.925918,16.884827,-91.874727,0.10958277402037318
15.654631,-93.034058,15.589891,-93.064186,0.07140703035416296
17.108762,-92.040348,17.192139,-92.056544,0.08493547283085337
15.547151,-92.863289,15.4641,-92.8872,0.08642455971539852
15.767391,-91.965809,15.846888,-91.969305,0.07957383379604176
18.736991,-99.72551,18.748396,-99.674275,0.052489039332041104
17.8327,-90.601127,17.997667,-90.406508,0.25512872486257093
18.239939,-100.100891,18.419,-100.074611,0.18097922566140093
20.807574,-98.660362,20.774639,-98.68575,0.04158442940572238
26.486868,-107.736865,26.429889,-107.2674,0.47291013170157375
20.438027,-105.480972,20.425911,-105.455757,0.027974875888902313
19.010936,-99.917772,19.04025,-99.922444,0.029683971769289205
17.803482,-101.435361,17.921786,-101.323086,0.16309969969622798
25.232063,-100.249227,25.34293,-100.183655,0.1288067501065071
20.974754,-103.07868,21.02278333,-103.1113611,0.05809363852831178
18.209982,-91.801889,18.075181,-91.611983,0.23288537617678529
27.068319,-107.976882,27.028916,-107.737139,0.24295946669764082
19.57606,-102.846203,19.42826111,-102.66515,0.23371927754088517
22.405556,-103.891389,22.300317,-103.558194,0.34941974063581827
24.701955,-106.329703,25.05276111,-106.3367333,0.350876547992909
15.32618,-92.421625,15.366171,-92.312614,0.11611493530981265
21.568405,-102.615329,21.540435,-102.595488,0.03429265491326055
32.62261,-115.1852,32.62672222,-115.2498889,0.06481947343614654
22.68767,-104.460097,23.078444,-104.546556,0.40022428431692986
15.685534,-92.086238,15.681472,-92.095583,0.010189645185196734
15.565438,-92.412176,15.553,-92.3214,0.09162415631262832
15.666729,-92.594771,15.6925,-92.6183,0.03489639353859552
20.386718,-98.656004,20.41014,-98.713722,0.06228930572739569
21.440555,-102.312778,21.442889,-102.354056,0.04134393353323384
22.330892,-103.314296,22.364351,-103.214694,0.1050717044926983
20.756931,-101.929842,20.737308,-101.953536,0.030764716234680276
16.484708,-93.500995,16.476389,-93.488919,0.01466409005019353
21.174375,-98.942427,21.156,-98.907722,0.03926929653048643
20.731274,-101.776337,20.729627,-101.712324,0.0640341844486236
27.25302,-107.976128,27.49563,-107.891744,0.2568662522714877
