lat1,lng1,lat2,lng2,distancia_grados
21.724889,-102.053665,21.758281,-102.021331,0.046481321194641254
18.334345,-100.06793,18.419,-100.074611,0.08491822411002396
31.865556,-116.480833,31.862047,-116.545791,0.06505270820648991
20.571989,-102.164539,20.606411,-102.220772,0.06593196776222646
19.989762,-104.062811,20.0840556,-104.093111,0.09904227885584958
19.894959,-104.942053,19.951921,-105.23999,0.30333335690787877
27.704085,-107.573221,27.74129444,-107.6387778,0.07538061057959924
20.640339,-101.443289,20.658861,-101.472556,0.0346355564846342
17.12197,-99.5084,17.079972,-99.510611,0.04205615918031475
17.261348,-92.022811,17.192139,-92.056544,0.07699221369723025
17.287538,-92.116694,17.351983,-92.074997,0.07675804735661161
20.962658,-100.081657,20.9268,-99.9914,0.09711911353076472
26.164467,-107.154093,26.09427,-106.963681,0.2029392730671001
21.796944,-101.607222,21.750369,-101.607533,0.04657603832444395
21.211684,-99.04656,21.193139,-99.004667,0.04581419511461772
18.337629,-101.055978,18.475686,-100.977713,0.158698284407867
21.722157,-102.116168,21.674631,-102.113381,0.04760764691727342
21.293959,-100.262125,21.2155,-100.222748,0.08778589186196434
20.444746,-101.708314,20.437883,-101.719192,0.012862023674371906
18.275774,-101.080598,18.242802,-100.891058,0.19238649740560662
23.389715,-105.379829,23.701936,-105.578519,0.37008062491976024
17.66718,-101.445432,17.631351,-101.468121,0.042408819389367164
16.192608,-93.004761,16.137,-93.001,0.05573504090785183
20.578996,-103.188376,20.57153611,-103.1913111,0.008016531096554492
16.114155,-91.499416,16.14011389,-91.57363056,0.07862356444492855
19.830961,-99.315369,19.826625,-99.28279167,0.03286462118950255
29.879284,-107.785826,29.713417,-107.811075,0.16777775087895197
27.280521,-107.200121,27.301131,-107.543608,0.34410476786729816
17.125827,-91.922387,17.192139,-92.056544,0.14965086699715605
24.606276,-103.839267,24.60746389,-103.9219806,0.08272212949151282
21.446261,-100.738756,21.445472,-100.708842,0.029924403369147673
23.321036,-105.650506,23.42616111,-105.8593361,0.2337975607625581
17.590923,-93.177118,17.60525,-93.187055,0.017435793586762834
18.587822,-99.787776,18.505383,-99.788192,0.08244004959362976
28.890319,-106.782915,28.815125,-106.846553,0.0985085411525324
28.734349,-107.116604,28.77978,-107.075536,0.061241786265583256
28.047417,-101.34216,27.982958,-101.425097,0.105040509566537
27.838451,-106.565528,27.880416,-106.686806,0.12833321670168255
17.889535,-101.72813,17.871419,-101.736251,0.019852961920076625
27.221679,-107.5022,27.301131,-107.543608,0.08959488137165156
16.407476,-92.291041,16.365524,-92.363457,0.08369018676044639
21.348264,-99.265794,21.316316,-99.180008,0.0915418620085903
19.886202,-103.886648,19.873528,-103.90667,0.02369621826369083
20.376651,-100.659359,20.395856,-100.628394,0.03643711363431052
17.782099,-93.906999,17.833225,-93.933403,0.057541629208773454
21.666243,-102.0599,21.681194,-102.020075,0.04253895892002374
17.323183,-97.318075,17.458718,-97.289548,0.13850460625553235
17.22834,-96.289802,17.186133,-96.179097,0.11847796366412988
15.788036,-92.008582,15.846888,-91.969305,0.07075479229705835
16.294295,-95.411491,16.274917,-95.304111,0.10911448704914675
15.9287,-96.498339,15.980164,-96.4599,0.0642347259432144
19.433664,-99.436044,19.42613,-99.42645,0.01219860614987864
15.443077,-92.136274,15.390277,-92.184833,0.07173434659213032
18.088494,-97.874339,18.083944,-97.916277,0.042184100606733055
20.806921,-98.75183,20.786694,-98.725485,0.033214312487232354
20.70683,-97.352904,20.701747,-97.315825,0.037425781621755805
19.847094,-101.607254,19.834213,-101.583443,0.02707182819832753
20.471388,-98.194444,20.39985,-98.19993,0.07174804276076067
15.368747,-92.327694,15.366171,-92.312614,0.015298437044349734
16.520395,-96.624905,16.538389,-96.674333,0.05260143743283567
25.096673,-111.530237,25.202194,-111.558603,0.1092671560762895
25.267521,-104.580332,25.236408,-104.574251,0.03170169285700361
23.700693,-100.218604,23.67888333,-100.1924917,0.034022256197944564
18.689199,-90.820753,18.618778,-90.848667,0.07575162464924758
16.321863,-93.190895,16.311,-93.2089,0.02102819045947827
17.299939,-98.946732,17.31278,-98.948674,0.012987018326006983
20.743234,-97.405982,20.678375,-97.385386,0.06805060688193869
25.140113,-99.049594,25.1356666,-99.112027,0.0625911332535194
18.851534,-96.354743,18.841602,-96.371702,0.019653302648663953
19.270057,-100.261204,19.264139,-100.271694,0.012044202920899617
15.308558,-92.529597,15.26164,-92.617326,0.09948706531505372
18.560676,-96.980555,18.60035,-96.994825,0.04216229566805084
16.46894,-98.330074,16.486434,-98.289885,0.043831447124180314
24.424278,-104.355575,24.401444,-104.316889,0.04492213432151082
20.742827,-105.180862,20.74819374,-105.157753,0.023723991637746602
17.706612,-93.234086,17.606085,-93.196115,0.10745917629499974
28.316005,-110.587312,28.2467,-110.6528,0.09535125153347623
16.600255,-92.531126,16.607333,-92.522055,0.011505699674513693
19.298889,-104.765833,19.28761111,-104.7854167,0.022598940429630916
18.783655,-96.334651,18.841602,-96.371702,0.06877958570681161
20.628751,-98.10819,20.524667,-97.939917,0.19786177393574486
19.089492,-96.877961,19.099556,-96.884086,0.01178132933925385
16.697757,-92.831187,16.7392,-92.785958,0.06134480165426116
18.999076,-99.918567,19.04025,-99.922444,0.04135612898954825
19.744207,-100.093821,19.73075278,-100.1199306,0.029372218982710432
17.430229,-92.812244,17.458861,-92.783197,0.0407862677012769
24.34612,-102.946044,24.632639,-102.778664,0.33182706604645623
18.036905,-92.817662,18.04484445,-92.78066389,0.037840388606282846
20.025061,-97.471422,20.047831,-97.480839,0.02464047055151099
18.76791,-99.349905,18.7689442,-99.3521261,0.0024500724172967256
18.966492,-98.81995,18.966897,-98.8100987,0.009859621528748582
16.818139,-92.39547,16.7951,-92.362661,0.04009022327201345
17.567576,-95.919801,17.701142,-95.810586,0.17253345351265018
17.733922,-92.781796,17.715775,-92.80682223,0.030913197780439897
17.418914,-91.024398,17.449308,-91.034069,0.03189550872771591
19.319847,-96.644641,19.363888,-96.657972,0.04601440254963887
20.168344,-101.936404,20.20716667,-101.9463889,0.04008613144142114
22.995749,-102.489821,22.93801,-102.490703,0.05774573616294246
19.609803,-100.093008,19.594806,-100.102417,0.017704216729359342
16.535434,-98.176515,16.541056,-98.143167,0.03381857460034836
24.028848,-104.350384,24.017496,-104.351197,0.011381075212824148
19.226232,-97.478237,19.193694,-97.434638,0.05440215294451792
19.187761,-97.143801,19.215501,-97.136282,0.028740963118867646
21.368038,-97.799357,21.341305,-97.811166,0.029225088023819446
19.721388,-102.294444,19.647333,-102.250916,0.0859001153025987
19.42849,-96.355174,19.426667,-96.365,0.009993678251765127
20.989047,-101.225751,21.004722,-101.239719,0.02099549115881335
17.14967,-93.423979,17.136,-93.3095,0.115292282226525
19.513044,-101.723048,19.49143333,-101.7599472,0.042761805603698126
19.980275,-99.16257,19.975233,-99.173194,0.011759725336921937
