31.204584,-116.246612
32.025776,-116.612231
25.735169,-111.719054
18.413082,-91.510316
26.920165,-101.275802
19.151362,-103.873197
16.428151,-92.536526
30.234912,-106.474112
31.466438,-107.078729
31.726152,-107.288007
27.886573,-107.466026
27.693039,-107.602969
27.59202,-104.96829
27.837368,-105.191391
26.080647,-106.892231
26.065878,-106.946042
27.458361,-108.264554
27.687485,-105.857631
25.515366,-103.594245
24.503395,-102.582696
20.570597,-102.224469
20.797126,-104.191562
19.000648,-98.763544
19.012013,-101.082191
20.044294,-102.534377
26.126162,-100.798714
25.376007,-99.895676
16.057588,-96.405825
22.043062,-99.692369
23.181044,-101.126094
23.700008,-101.32243
22.130439,-98.832235
21.935278,-100.634739
27.892542,-110.683306
29.243265,-110.871312
29.608273,-111.994534
28.434457,-108.538797
22.350342,-97.995129
27.037592,-99.469108
26.984622,-99.593269
25.429772,-97.459878
23.671651,-98.153336
22.309416,-98.178007
21.100736,-89.560279
21.349944,-88.389987
23.135239,-102.868032
31.920106,-116.472038
32.40829,-115.093274
25.137352,-111.578485
27.746681,-113.779728
23.057332,-109.825055
18.686755,-90.976615
18.086253,-91.790598
25.392216,-100.931483
25.731174,-103.068505
17.603146,-92.056968
16.483172,-92.977429
28.72555,-105.977996
27.121862,-107.14898
28.548474,-107.454642
28.349416,-105.533715
27.287228,-107.745976
24.386424,-104.732072
25.681864,-103.430355
22.318764,-103.728461
22.259494,-104.225563
18.331005,-102.490317
19.367146,-101.497643
25.672612,-99.114171
24.926421,-99.686422
24.869855,-99.749226
17.404787,-96.688963
21.97949,-98.730917
24.658029,-106.705318
25.586957,-107.917179
23.038119,-106.195763
30.790535,-112.661906
28.062792,-109.774225
27.400006,-110.025013
27.640628,-109.911358
29.733603,-111.309111
29.625865,-111.120102
27.101808,-109.678876
30.885692,-111.093117
31.218439,-110.599041
31.169407,-110.721502
25.539052,-98.571106
22.960621,-98.941813
19.713013,-98.302549
19.65598,-98.050104
19.98199,-96.67954
21.275087,-88.412821
21.61997,-102.807236
23.017565,-102.594454
32.646221,-114.972592
30.671655,-115.135552
26.943459,-112.304024
24.264694,-110.23761
18.256345,-91.583247
28.605874,-100.534584
17.694651,-92.016291
16.031041,-92.878868
30.258792,-105.779953
28.800859,-105.852112
26.69181,-106.574716
27.106116,-104.961141
28.33758,-105.456007
28.535309,-105.547997
20.452179,-100.53256
20.042975,-98.646836
21.973691,-104.085514
21.516917,-103.761276
18.218854,-102.677274
18.458199,-103.151569
18.61887,-103.185337
18.73853,-103.110344
21.007939,-104.306942
25.431299,-100.008472
16.481116,-95.054425
20.155713,-98.078119
21.815283,-98.995483
21.774215,-100.208454
21.807299,-98.640502
23.270287,-106.217
18.059342,-91.609064
19.484821,-96.409914
20.008963,-97.057675
18.552846,-95.050737
17.529169,-94.482807
17.529493,-94.896472
21.62596,-98.238721
17.578077,-95.67181
32.173159,-115.101173
30.499114,-115.962283
23.630899,-109.927896
27.055333,-101.75014
25.38201,-101.079793
26.952134,-103.457196
25.361336,-103.281032
19.128333,-103.542222
15.467754,-93.000994
17.238387,-92.020602
25.985624,-106.590549
28.052069,-108.652471
28.506949,-105.546656
20.810921,-101.297986
