Comunidad,Punto actual más cercano,ID radio actual,Distancia actual (km),Coordenadas Comunidad,ID Alternativa 1,Coordenadas Alternativa 1,Distancia Alternativa 1 (km),Ruta Alternativa 1 (Google Maps),ID Alternativa 2,Coordenadas Alternativa 2,Distancia Alternativa 2 (km),Ruta Alternativa 2 (Google Maps),ID Alternativa 3,Coordenadas Alternativa 3,Distancia Alternativa 3 (km),Ruta Alternativa 3 (Google Maps)
Potrero de la Vainilla,"(25.47913, -106.93961)",SI1818,36.28 km,"(25.47913, -106.93961)",SI0507,"(25.46960, -106.92968)",1.53 km,"https://www.google.com/maps/dir/25.47913,-106.93961/25.46960,-106.92968",CH0717,"(26.08042, -106.95358)",66.95 km,"https://www.google.com/maps/dir/25.47913,-106.93961/26.08042,-106.95358",CH2750,"(26.09427, -106.96368)",68.53 km,"https://www.google.com/maps/dir/25.47913,-106.93961/26.09427,-106.96368"
San Isidro,"(21.94281, -104.99812)",NA0194,68.93 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
Las Bocas,"(22.88803, -103.48314)",ZA7001,51.01 km,"(22.88803, -103.48314)",ZA0382,"(22.78473, -103.55256)",13.85 km,"https://www.google.com/maps/dir/22.88803,-103.48314/22.78473,-103.55256",ZA5108,"(22.77271, -103.56863)",15.98 km,"https://www.google.com/maps/dir/22.88803,-103.48314/22.77271,-103.56863",ZA0447,"(22.76671, -103.57033)",16.63 km,"https://www.google.com/maps/dir/22.88803,-103.48314/22.76671,-103.57033"
El LimÃ³n,"(21.94281, -104.99812)",NA0194,57.59 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
Arroyo MarÃ­n,"(17.75083, -93.99444)",VE8674,32.05 km,"(17.75083, -93.99444)",VE0766,"(17.69385, -93.91600)",10.79 km,"https://www.google.com/maps/dir/17.75083,-93.99444/17.69385,-93.91600",TB0551,"(17.83322, -93.93340)",11.41 km,"https://www.google.com/maps/dir/17.75083,-93.99444/17.83322,-93.93340",VE0765,"(17.82529, -94.07462)",12.18 km,"https://www.google.com/maps/dir/17.75083,-93.99444/17.82529,-94.07462"
El Cuitzillo,"(19.05797, -101.40989)",MI5707,34.43 km,"(19.05797, -101.40989)",MI6261,"(19.11218, -101.48139)",9.99 km,"https://www.google.com/maps/dir/19.05797,-101.40989/19.11218,-101.48139",MI1971,"(19.08002, -101.50619)",11.00 km,"https://www.google.com/maps/dir/19.05797,-101.40989/19.08002,-101.50619",MI0815,"(19.14296, -101.46472)",11.26 km,"https://www.google.com/maps/dir/19.05797,-101.40989/19.14296,-101.46472"
Dos Aguadas,"(18.47732, -89.16219)",CA8726,38.96 km,"(18.47732, -89.16219)",CA0141,"(18.48178, -89.19664)",3.87 km,"https://www.google.com/maps/dir/18.47732,-89.16219/18.48178,-89.19664",CA0034,"(18.50550, -89.39080)",25.64 km,"https://www.google.com/maps/dir/18.47732,-89.16219/18.50550,-89.39080",CA0009,"(18.49931, -89.39224)",25.73 km,"https://www.google.com/maps/dir/18.47732,-89.16219/18.49931,-89.39224"
Los Tanques de Santa Teresa,"(22.76281, -103.57483)",ZA0128,54.10 km,"(22.76281, -103.57483)",ZA0447,"(22.76671, -103.57033)",0.66 km,"https://www.google.com/maps/dir/22.76281,-103.57483/22.76671,-103.57033",ZA5108,"(22.77271, -103.56863)",1.30 km,"https://www.google.com/maps/dir/22.76281,-103.57483/22.77271,-103.56863",ZA0382,"(22.78473, -103.55256)",3.48 km,"https://www.google.com/maps/dir/22.76281,-103.57483/22.78473,-103.55256"
Puerto de Sigala,"(23.74427, -101.87327)",ZA0360,32.46 km,"(23.74427, -101.87327)",ZA0248,"(23.68942, -101.90661)",7.15 km,"https://www.google.com/maps/dir/23.74427,-101.87327/23.68942,-101.90661",ZA0363,"(23.58592, -101.91106)",18.12 km,"https://www.google.com/maps/dir/23.74427,-101.87327/23.58592,-101.91106",—,—,—,—
Los Manguitos,"(21.94281, -104.99812)",NA0194,62.75 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
El Risco,"(21.66886, -104.84350)",NA2847,52.13 km,"(21.66886, -104.8435)",NA5268,"(21.58183, -104.82494)",9.91 km,"https://www.google.com/maps/dir/21.66886,-104.8435/21.58183,-104.82494",NA0897,"(21.56610, -104.87150)",11.86 km,"https://www.google.com/maps/dir/21.66886,-104.8435/21.56610,-104.87150",NA1658,"(21.57131, -104.90072)",12.59 km,"https://www.google.com/maps/dir/21.66886,-104.8435/21.57131,-104.90072"
Cuirla (La Changunguera de CÃ¡rdenas),"(18.60000, -103.50139)",MI1889,38.06 km,"(18.6, -103.50139)",MI1950,"(18.53200, -103.58739)",12.20 km,"https://www.google.com/maps/dir/18.6,-103.50139/18.53200,-103.58739",MI0488,"(18.78103, -103.16914)",42.12 km,"https://www.google.com/maps/dir/18.6,-103.50139/18.78103,-103.16914",MI3038,"(18.77230, -103.16224)",42.35 km,"https://www.google.com/maps/dir/18.6,-103.50139/18.77230,-103.16224"
CuauhtÃ©moc,"(21.66886, -104.84350)",NA2847,38.47 km,"(21.66886, -104.8435)",NA5268,"(21.58183, -104.82494)",9.91 km,"https://www.google.com/maps/dir/21.66886,-104.8435/21.58183,-104.82494",NA0897,"(21.56610, -104.87150)",11.86 km,"https://www.google.com/maps/dir/21.66886,-104.8435/21.56610,-104.87150",NA1658,"(21.57131, -104.90072)",12.59 km,"https://www.google.com/maps/dir/21.66886,-104.8435/21.57131,-104.90072"
Tierra Blanca del Picacho,"(21.94281, -104.99812)",NA0194,62.23 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
Pendencia,"(24.63264, -102.77866)",DU1503,42.94 km,"(24.63264, -102.77866)",CO7636,"(25.34250, -102.80236)",79.07 km,"https://www.google.com/maps/dir/24.63264,-102.77866/25.34250,-102.80236",—,—,—,—,—,—,—,—
El Sabino,"(21.94281, -104.99812)",NA0194,53.85 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
El Berrendo,"(24.66332, -101.71454)",ZA1130,52.52 km,"(24.66332, -101.71454)",SL0534,"(24.17361, -101.00128)",96.31 km,"https://www.google.com/maps/dir/24.66332,-101.71454/24.17361,-101.00128",ZA0360,"(23.74427, -101.87327)",103.82 km,"https://www.google.com/maps/dir/24.66332,-101.71454/23.74427,-101.87327",ZA0248,"(23.68942, -101.90661)",110.50 km,"https://www.google.com/maps/dir/24.66332,-101.71454/23.68942,-101.90661"
Tampico (Nuevo Tampico),"(24.63264, -102.77866)",DU1503,43.51 km,"(24.63264, -102.77866)",CO7636,"(25.34250, -102.80236)",79.07 km,"https://www.google.com/maps/dir/24.63264,-102.77866/25.34250,-102.80236",CO1584,"(25.42747, -102.90033)",89.51 km,"https://www.google.com/maps/dir/24.63264,-102.77866/25.42747,-102.90033",—,—,—,—
Gallitos (Siete Carreras),"(19.42400, -100.90378)",MI1530,32.50 km,"(19.424, -100.90378)",MI1583,"(19.57653, -100.93347)",17.30 km,"https://www.google.com/maps/dir/19.424,-100.90378/19.57653,-100.93347",MI2458,"(19.42190, -101.21420)",34.56 km,"https://www.google.com/maps/dir/19.424,-100.90378/19.42190,-101.21420",MI0352,"(19.38686, -101.27492)",41.52 km,"https://www.google.com/maps/dir/19.424,-100.90378/19.38686,-101.27492"
Sauces de Arriba,"(23.62142, -103.92367)",DU1653,38.02 km,"(23.62142, -103.92367)",DU7548,"(23.72428, -103.97771)",12.93 km,"https://www.google.com/maps/dir/23.62142,-103.92367/23.72428,-103.97771",DU0241,"(23.73192, -103.97533)",13.58 km,"https://www.google.com/maps/dir/23.62142,-103.92367/23.73192,-103.97533",DU0258,"(23.67004, -104.04242)",14.28 km,"https://www.google.com/maps/dir/23.62142,-103.92367/23.67004,-104.04242"
El TepozÃ¡n,"(22.88803, -103.48314)",ZA7001,43.12 km,"(22.88803, -103.48314)",ZA0382,"(22.78473, -103.55256)",13.85 km,"https://www.google.com/maps/dir/22.88803,-103.48314/22.78473,-103.55256",ZA5108,"(22.77271, -103.56863)",15.98 km,"https://www.google.com/maps/dir/22.88803,-103.48314/22.77271,-103.56863",ZA0447,"(22.76671, -103.57033)",16.63 km,"https://www.google.com/maps/dir/22.88803,-103.48314/22.76671,-103.57033"
El Tulillo,"(22.76281, -103.57483)",ZA0128,66.55 km,"(22.76281, -103.57483)",ZA0447,"(22.76671, -103.57033)",0.66 km,"https://www.google.com/maps/dir/22.76281,-103.57483/22.76671,-103.57033",ZA5108,"(22.77271, -103.56863)",1.30 km,"https://www.google.com/maps/dir/22.76281,-103.57483/22.77271,-103.56863",ZA0382,"(22.78473, -103.55256)",3.48 km,"https://www.google.com/maps/dir/22.76281,-103.57483/22.78473,-103.55256"
El Carrizo,"(22.26860, -105.20875)",NA4258,59.03 km,"(22.2686, -105.20875)",NA6513,"(22.22839, -105.26646)",7.83 km,"https://www.google.com/maps/dir/22.2686,-105.20875/22.22839,-105.26646",NA0215,"(22.22172, -105.32817)",14.28 km,"https://www.google.com/maps/dir/22.2686,-105.20875/22.22172,-105.32817",NA4534,"(22.11690, -105.21510)",16.90 km,"https://www.google.com/maps/dir/22.2686,-105.20875/22.11690,-105.21510"
Atonalisco,"(23.07844, -104.54656)",DU0496,76.06 km,"(23.07844, -104.54656)",NA7565,"(22.63707, -105.31837)",98.97 km,"https://www.google.com/maps/dir/23.07844,-104.54656/22.63707,-105.31837",NA4245,"(22.49835, -105.32586)",108.15 km,"https://www.google.com/maps/dir/23.07844,-104.54656/22.49835,-105.32586",NA0226,"(22.51984, -105.34442)",108.42 km,"https://www.google.com/maps/dir/23.07844,-104.54656/22.51984,-105.34442"
Santa Rosa,"(18.47732, -89.16219)",CA8726,52.07 km,"(18.47732, -89.16219)",CA0141,"(18.48178, -89.19664)",3.87 km,"https://www.google.com/maps/dir/18.47732,-89.16219/18.48178,-89.19664",CA0034,"(18.50550, -89.39080)",25.64 km,"https://www.google.com/maps/dir/18.47732,-89.16219/18.50550,-89.39080",CA0009,"(18.49931, -89.39224)",25.73 km,"https://www.google.com/maps/dir/18.47732,-89.16219/18.49931,-89.39224"
El Pinal,"(21.42382, -104.44885)",NA5834,34.17 km,"(21.42382, -104.44885)",NA5833,"(21.44087, -104.48832)",4.79 km,"https://www.google.com/maps/dir/21.42382,-104.44885/21.44087,-104.48832",NA1421,"(21.34306, -104.57414)",16.59 km,"https://www.google.com/maps/dir/21.42382,-104.44885/21.34306,-104.57414",NA0114,"(21.12593, -104.35876)",34.64 km,"https://www.google.com/maps/dir/21.42382,-104.44885/21.12593,-104.35876"
Carretas (El Caracol),"(22.88803, -103.48314)",ZA7001,53.32 km,"(22.88803, -103.48314)",ZA0382,"(22.78473, -103.55256)",13.85 km,"https://www.google.com/maps/dir/22.88803,-103.48314/22.78473,-103.55256",ZA0447,"(22.76671, -103.57033)",16.63 km,"https://www.google.com/maps/dir/22.88803,-103.48314/22.76671,-103.57033",ZA0128,"(22.76281, -103.57483)",17.28 km,"https://www.google.com/maps/dir/22.88803,-103.48314/22.76281,-103.57483"
Los Alisos de OlguÃ­n,"(26.37953, -108.35475)",SI2522,42.36 km,"(26.37953, -108.35475)",SI2521,"(26.55525, -108.35581)",19.56 km,"https://www.google.com/maps/dir/26.37953,-108.35475/26.55525,-108.35581",SI0104,"(26.45988, -108.51779)",20.23 km,"https://www.google.com/maps/dir/26.37953,-108.35475/26.45988,-108.51779",SI2520,"(26.61647, -108.30358)",26.98 km,"https://www.google.com/maps/dir/26.37953,-108.35475/26.61647,-108.30358"
EstaciÃ³n Opal,"(23.80831, -102.47347)",ZA0350,53.22 km,"(23.80831, -102.47347)",ZA2317,"(23.60022, -102.50908)",23.50 km,"https://www.google.com/maps/dir/23.80831,-102.47347/23.60022,-102.50908",ZA0473,"(23.94153, -102.91383)",51.22 km,"https://www.google.com/maps/dir/23.80831,-102.47347/23.94153,-102.91383",ZA0041,"(23.99560, -103.02164)",64.49 km,"https://www.google.com/maps/dir/23.80831,-102.47347/23.99560,-103.02164"
Pico del Ãguila (Tankanini),"(22.14175, -105.09664)",NA0907,35.11 km,"(22.14175, -105.09664)",NA0199,"(22.05219, -105.11579)",10.20 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.05219,-105.11579",NA4534,"(22.11690, -105.21510)",13.47 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.11690,-105.21510",NA0167,"(22.06815, -105.19499)",13.67 km,"https://www.google.com/maps/dir/22.14175,-105.09664/22.06815,-105.19499"
ChaligÃ¼ey (Nogalitos),"(22.76281, -103.57483)",ZA0128,57.19 km,"(22.76281, -103.57483)",ZA0447,"(22.76671, -103.57033)",0.66 km,"https://www.google.com/maps/dir/22.76281,-103.57483/22.76671,-103.57033",ZA5108,"(22.77271, -103.56863)",1.30 km,"https://www.google.com/maps/dir/22.76281,-103.57483/22.77271,-103.56863",ZA0382,"(22.78473, -103.55256)",3.48 km,"https://www.google.com/maps/dir/22.76281,-103.57483/22.78473,-103.55256"
Coyultita de Jazmines,"(21.94281, -104.99812)",NA0194,36.21 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
El Nogalito,"(25.47913, -106.93961)",SI1818,33.16 km,"(25.47913, -106.93961)",SI0507,"(25.46960, -106.92968)",1.53 km,"https://www.google.com/maps/dir/25.47913,-106.93961/25.46960,-106.92968",CH0717,"(26.08042, -106.95358)",66.95 km,"https://www.google.com/maps/dir/25.47913,-106.93961/26.08042,-106.95358",CH2750,"(26.09427, -106.96368)",68.53 km,"https://www.google.com/maps/dir/25.47913,-106.93961/26.09427,-106.96368"
Paso de Noria,"(18.53200, -103.58739)",MI1950,42.66 km,"(18.532, -103.58739)",MI1146,"(18.68373, -103.66783)",19.12 km,"https://www.google.com/maps/dir/18.532,-103.58739/18.68373,-103.66783",MI1134,"(18.70055, -103.66069)",20.46 km,"https://www.google.com/maps/dir/18.532,-103.58739/18.70055,-103.66069",MI6247,"(18.69963, -103.66901)",20.76 km,"https://www.google.com/maps/dir/18.532,-103.58739/18.69963,-103.66901"
El Pinito Nuevo (La MuÃ±eca),"(21.94281, -104.99812)",NA0194,50.20 km,"(21.94281, -104.99812)",NA0220,"(21.94192, -105.07856)",8.96 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.94192,-105.07856",NA0124,"(21.83511, -105.06165)",13.92 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.83511,-105.06165",NA0026,"(21.95636, -105.13055)",14.82 km,"https://www.google.com/maps/dir/21.94281,-104.99812/21.95636,-105.13055"
Sauces de Abajo (San JosÃ© de los Sauces),"(23.62142, -103.92367)",DU1653,38.96 km,"(23.62142, -103.92367)",DU7548,"(23.72428, -103.97771)",12.93 km,"https://www.google.com/maps/dir/23.62142,-103.92367/23.72428,-103.97771",DU0241,"(23.73192, -103.97533)",13.58 km,"https://www.google.com/maps/dir/23.62142,-103.92367/23.73192,-103.97533",DU0258,"(23.67004, -104.04242)",14.28 km,"https://www.google.com/maps/dir/23.62142,-103.92367/23.67004,-104.04242"
Zarupa,"(26.61647, -108.30358)",SI2520,57.27 km,"(26.61647, -108.30358)",SI2521,"(26.55525, -108.35581)",8.96 km,"https://www.google.com/maps/dir/26.61647,-108.30358/26.55525,-108.35581",SI0684,"(26.70435, -108.33040)",10.23 km,"https://www.google.com/maps/dir/26.61647,-108.30358/26.70435,-108.33040",SI2200,"(26.71148, -108.32373)",10.81 km,"https://www.google.com/maps/dir/26.61647,-108.30358/26.71148,-108.32373"
Zapotes de Valencia,"(25.05276, -106.33673)",DU0174,36.76 km,"(25.05276, -106.33673)",SI0733,"(24.94536, -106.94647)",68.92 km,"https://www.google.com/maps/dir/25.05276,-106.33673/24.94536,-106.94647",SI2620,"(24.96764, -106.97108)",71.25 km,"https://www.google.com/maps/dir/25.05276,-106.33673/24.96764,-106.97108",SI0507,"(25.46960, -106.92968)",80.69 km,"https://www.google.com/maps/dir/25.05276,-106.33673/25.46960,-106.92968"
Zapopan,"(21.98111, -103.58889)",JL8886,61.43 km,"(21.98111, -103.58889)",JL1636,"(21.97547, -103.50061)",9.85 km,"https://www.google.com/maps/dir/21.98111,-103.58889/21.97547,-103.50061",JL8887,"(21.92350, -103.44289)",17.47 km,"https://www.google.com/maps/dir/21.98111,-103.58889/21.92350,-103.44289",ZA0263,"(21.80789, -103.46603)",23.64 km,"https://www.google.com/maps/dir/21.98111,-103.58889/21.80789,-103.46603"
Zapo,"(21.98111, -103.58889)",JL8886,51.74 km,"(21.98111, -103.58889)",JL1636,"(21.97547, -103.50061)",9.85 km,"https://www.google.com/maps/dir/21.98111,-103.58889/21.97547,-103.50061",JL8887,"(21.92350, -103.44289)",17.47 km,"https://www.google.com/maps/dir/21.98111,-103.58889/21.92350,-103.44289",ZA0263,"(21.80789, -103.46603)",23.64 km,"https://www.google.com/maps/dir/21.98111,-103.58889/21.80789,-103.46603"
Zaparichi,"(26.81886, -107.08142)",CH2074,30.07 km,"(26.81886, -107.08142)",CH0714,"(26.81174, -107.07233)",1.29 km,"https://www.google.com/maps/dir/26.81886,-107.08142/26.81174,-107.07233",CH0718,"(26.83303, -107.07060)",1.98 km,"https://www.google.com/maps/dir/26.81886,-107.08142/26.83303,-107.07060",CH5617,"(26.81694, -107.05728)",2.70 km,"https://www.google.com/maps/dir/26.81886,-107.08142/26.81694,-107.05728"
Zapareachi,"(27.46821, -106.73537)",CH4324,40.99 km,"(27.46821, -106.73537)",CH6453,"(27.93678, -107.04294)",62.39 km,"https://www.google.com/maps/dir/27.46821,-106.73537/27.93678,-107.04294",CH2087,"(27.78242, -107.49814)",91.83 km,"https://www.google.com/maps/dir/27.46821,-106.73537/27.78242,-107.49814",CH0739,"(27.30113, -107.54361)",91.88 km,"https://www.google.com/maps/dir/27.46821,-106.73537/27.30113,-107.54361"
Yuata,"(22.30032, -103.55819)",ZA0292,52.68 km,"(22.30032, -103.55819)",ZA0347,"(22.44342, -103.50008)",17.19 km,"https://www.google.com/maps/dir/22.30032,-103.55819/22.44342,-103.50008",JL8886,"(21.98111, -103.58889)",35.70 km,"https://www.google.com/maps/dir/22.30032,-103.55819/21.98111,-103.58889",JL1636,"(21.97547, -103.50061)",36.73 km,"https://www.google.com/maps/dir/22.30032,-103.55819/21.97547,-103.50061"
Yonora,"(22.63707, -105.31837)",NA7565,54.25 km,"(22.63707, -105.31837)",NA0226,"(22.51984, -105.34442)",13.37 km,"https://www.google.com/maps/dir/22.63707,-105.31837/22.51984,-105.34442",NA7440,"(22.50514, -105.35680)",15.30 km,"https://www.google.com/maps/dir/22.63707,-105.31837/22.50514,-105.35680",NA4245,"(22.49835, -105.32586)",15.46 km,"https://www.google.com/maps/dir/22.63707,-105.31837/22.49835,-105.32586"
Yokakiul,"(31.51361, -116.27194)",BN7157,53.04 km,"(31.51361, -116.27194)",BN7001,"(31.58108, -116.42171)",18.29 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.58108,-116.42171",BN0437,"(31.32524, -116.24530)",21.18 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.32524,-116.24530",BN6495,"(31.62261, -116.45464)",23.68 km,"https://www.google.com/maps/dir/31.51361,-116.27194/31.62261,-116.45464"
Yerbanices,"(23.07844, -104.54656)",DU0496,49.30 km,"(23.07844, -104.54656)",NA7565,"(22.63707, -105.31837)",98.97 km,"https://www.google.com/maps/dir/23.07844,-104.54656/22.63707,-105.31837",NA4245,"(22.49835, -105.32586)",108.15 km,"https://www.google.com/maps/dir/23.07844,-104.54656/22.49835,-105.32586",NA0226,"(22.51984, -105.34442)",108.42 km,"https://www.google.com/maps/dir/23.07844,-104.54656/22.51984,-105.34442"
Yerbabuena de Milpillas,"(22.63707, -105.31837)",NA7565,62.31 km,"(22.63707, -105.31837)",NA0226,"(22.51984, -105.34442)",13.37 km,"https://www.google.com/maps/dir/22.63707,-105.31837/22.51984,-105.34442",NA7440,"(22.50514, -105.35680)",15.30 km,"https://www.google.com/maps/dir/22.63707,-105.31837/22.50514,-105.35680",NA4245,"(22.49835, -105.32586)",15.46 km,"https://www.google.com/maps/dir/22.63707,-105.31837/22.49835,-105.32586"
Yerbabuena,"(25.92462, -105.94612)",DU7944,36.62 km,"(25.92462, -105.94612)",DU0225,"(25.93063, -105.95694)",1.38 km,"https://www.google.com/maps/dir/25.92462,-105.94612/25.93063,-105.95694",DU0634,"(25.33103, -105.77888)",68.65 km,"https://www.google.com/maps/dir/25.92462,-105.94612/25.33103,-105.77888",DU0468,"(25.34867, -105.71981)",68.89 km,"https://www.google.com/maps/dir/25.92462,-105.94612/25.34867,-105.71981"
Yepo,"(27.30113, -107.54361)",CH0739,30.90 km,"(27.30113, -107.54361)",CH2269,"(27.02892, -107.73714)",37.18 km,"https://www.google.com/maps/dir/27.30113,-107.54361/27.02892,-107.73714",CH0718,"(26.83303, -107.07060)",74.08 km,"https://www.google.com/maps/dir/27.30113,-107.54361/26.83303,-107.07060",CH2074,"(26.81886, -107.08142)",74.36 km,"https://www.google.com/maps/dir/27.30113,-107.54361/26.81886,-107.08142"
Yegochi,"(26.83303, -107.07060)",CH0718,35.50 km,"(26.83303, -107.0706)",CH2074,"(26.81886, -107.08142)",1.98 km,"https://www.google.com/maps/dir/26.83303,-107.0706/26.81886,-107.08142",CH5617,"(26.81694, -107.05728)",2.33 km,"https://www.google.com/maps/dir/26.83303,-107.0706/26.81694,-107.05728",CH0714,"(26.81174, -107.07233)",2.38 km,"https://www.google.com/maps/dir/26.83303,-107.0706/26.81174,-107.07233"
