lat1,lng1,lat2,lng2,distancia_grados,distancia_km
23.448795,-103.916769,23.621417,-103.923667,0.17275976756177946,19.23161732497729
16.908235,-94.071139,17.163808,-94.146228,0.26637551736223397,29.652922592763883
30.136583,-108.679818,30.12656111,-108.9142083,0.23460445650767733,26.11616809843464
18.147179,-96.653558,18.145528,-96.510634,0.1429335355226416,15.911361174380461
26.108939,-107.87108,25.79969444,-107.8747222,0.3092660076866408,34.42749197567685
19.290719,-101.166699,19.421898,-101.214195,0.13951272363838638,15.53055639542517
26.708343,-108.070944,26.711475,-108.3237278,0.25280320204942336,28.142052452141808
21.82158,-104.569013,21.66886111,-104.8435,0.31411171982566344,34.96691665099285
22.792898,-105.353949,22.63707,-105.31837,0.1598381394567635,17.793181684326914
18.62678,-103.296998,18.7723,-103.1622444,0.1983295316208843,22.078043460036838
19.990018,-88.901041,20.109211,-88.918302,0.12043634571838971,13.406974005371142
18.2273,-102.72821,18.074194,-102.757774,0.15593420834441665,17.35859607290046
18.958151,-103.366517,18.78102875,-103.169136,0.2652009626793714,29.52217116546762
18.88898,-103.302296,18.78102875,-103.169136,0.1714207046320932,19.082552839644613
16.562233,-97.392064,16.594721,-97.222691,0.17246067167039136,19.198321970347966
21.033497,-99.680971,21.136722,-99.627306,0.11634144940647397,12.951130147928682
17.563286,-93.967683,17.693853,-93.916003,0.14042280402056784,15.631866543569611
24.011872,-102.432644,23.808312,-102.473471,0.20761386641792595,23.111575609643516
16.954894,-97.452312,17.031944,-97.571583,0.14199392219739346,15.806763419013839
21.844434,-104.79899,21.66886111,-104.8435,0.18112697149500295,20.163054466823727
24.19434,-102.979049,23.995598,-103.021642,0.20325487992419625,22.626333233161525
27.625125,-108.282036,27.871139,-108.219667,0.2537967303906808,28.252652027090583
20.238111,-105.575333,20.425911,-105.455757,0.2226370584067229,24.78395734183639
27.083228,-107.930835,27.028916,-107.737139,0.20116643298522996,22.393847319915796
24.122841,-105.701452,23.810392,-105.545831,0.34905912571081626,38.85726187412806
16.265529,-91.66657,16.15139722,-91.64609444,0.11595392086204757,12.907990470363135
24.028481,-110.137112,24.022952,-110.270355,0.13335766528399542,14.84537529941437
26.243794,-106.946635,26.09427,-106.963681,0.15049250045101797,16.752825150207318
25.251014,-106.897741,25.4696,-106.9296806,0.22090716929099286,24.591386085473324
28.122663,-107.463001,28.28052778,-107.4053056,0.16807750576923908,18.710387942231694
26.302937,-106.681646,26.042111,-106.507611,0.31355762389232705,34.90523469169385
17.8327,-90.601127,17.997667,-90.406508,0.25512872486257093,28.400929651701393
18.239939,-100.100891,18.419,-100.074611,0.18097922566140093,20.14660740062715
26.486868,-107.736865,26.429889,-107.2674,0.47291013170157375,52.644355861019186
17.803482,-101.435361,17.921786,-101.323086,0.16309969969622798,18.156258570184097
25.232063,-100.249227,25.34293,-100.183655,0.1288067501065071,14.338767421856371
18.209982,-91.801889,18.075181,-91.611983,0.23288537617678529,25.924800075999737
27.068319,-107.976882,27.028916,-107.737139,0.24295946669764082,27.046247832781376
19.57606,-102.846203,19.42826111,-102.66515,0.23371927754088517,26.017629975851335
22.405556,-103.891389,22.300317,-103.558194,0.34941974063581827,38.89740552757929
24.701955,-106.329703,25.05276111,-106.3367333,0.350876547992909,39.05957732257063
15.32618,-92.421625,15.366171,-92.312614,0.11611493530981265,12.925914598688344
22.68767,-104.460097,23.078444,-104.546556,0.40022428431692986,44.55296733016063
27.25302,-107.976128,27.49563,-107.891744,0.2568662522714877,28.594351202862008
19.894959,-104.942053,19.951921,-105.23999,0.30333335690787877,33.76706929098506
26.164467,-107.154093,26.09427,-106.963681,0.2029392730671001,22.59119987782958
18.337629,-101.055978,18.475686,-100.977713,0.158698284407867,17.666293020283756
18.275774,-101.080598,18.242802,-100.891058,0.19238649740560662,21.416464891192128
23.389715,-105.379829,23.701936,-105.578519,0.37008062491976024,41.19737516606771
29.879284,-107.785826,29.713417,-107.811075,0.16777775087895197,18.677019227844934
27.280521,-107.200121,27.301131,-107.543608,0.34410476786729816,38.30574275898763
17.125827,-91.922387,17.192139,-92.056544,0.14965086699715605,16.65913451412341
23.321036,-105.650506,23.42616111,-105.8593361,0.2337975607625581,26.026344464087966
27.838451,-106.565528,27.880416,-106.686806,0.12833321670168255,14.2860536832313
17.323183,-97.318075,17.458718,-97.289548,0.13850460625553235,15.41833276836586
17.22834,-96.289802,17.186133,-96.179097,0.11847796366412988,13.188966915090937
20.628751,-98.10819,20.524667,-97.939917,0.19786177393574486,22.025972674527118
24.34612,-102.946044,24.632639,-102.778664,0.33182706604645623,36.938988992291506
17.567576,-95.919801,17.701142,-95.810586,0.17253345351265018,19.206424045028218
