Comunidad,Coordenadas Comunidad,ID radio actual,Punto actual más cercano,Distancia actual (km),ID Alternativa 1,Coordenadas Alternativa 1,Distancia Alternativa 1 (km),Ruta Alternativa 1 (Google Maps),ID Alternativa 2,Coordenadas Alternativa 2,Distancia Alternativa 2 (km),Ruta Alternativa 2 (Google Maps),ID Alternativa 3,Coordenadas Alternativa 3,Distancia Alternativa 3 (km),Ruta Alternativa 3 (Google Maps)
La Loma,"(19.98974, -104.91609)",JL1798,"(20.12250, -105.19360)",34.25 km,JL5313,"(19.95192, -105.23999)",36.30 km,"https://www.google.com/maps/dir/19.989744,-104.916087/19.951921,-105.23999",JL2063,"(20.02950, -105.24242)",36.60 km,"https://www.google.com/maps/dir/19.989744,-104.916087/20.029499,-105.242416",JL3789,"(19.93612, -105.24983)",37.63 km,"https://www.google.com/maps/dir/19.989744,-104.916087/19.936117,-105.249832"
La Loma,"(26.33470, -104.32303)",DU5033,"(26.52808, -104.13161)",30.29 km,DU1787,"(26.54447, -104.09574)",34.43 km,"https://www.google.com/maps/dir/26.334705,-104.323032/26.544469,-104.095738",DU0324,"(26.39369, -104.00739)",35.75 km,"https://www.google.com/maps/dir/26.334705,-104.323032/26.39369444,-104.0073944",—,—,—,—
La Lajita de Izazaga (Las Lajitas),"(18.12235, -101.54854)",GR6118,"(17.92179, -101.32309)",33.59 km,GR8227,"(17.96614, -101.81194)",34.09 km,"https://www.google.com/maps/dir/18.122354,-101.548539/17.966138,-101.811944",GR6041,"(17.87142, -101.73625)",34.88 km,"https://www.google.com/maps/dir/18.122354,-101.548539/17.871419,-101.736251",GR0692,"(17.82381, -101.71140)",37.86 km,"https://www.google.com/maps/dir/18.122354,-101.548539/17.823805,-101.7114"
La Lajita,"(23.15546, -105.31675)",SI0711,"(22.76669, -105.67305)",58.70 km,SI0106,"(22.81546, -105.73509)",60.01 km,"https://www.google.com/maps/dir/23.155459,-105.316753/22.81546111,-105.7350944",SI5259,"(22.69774, -105.60621)",60.29 km,"https://www.google.com/maps/dir/23.155459,-105.316753/22.69774167,-105.6062139",SI9133,"(22.90478, -105.80685)",61.28 km,"https://www.google.com/maps/dir/23.155459,-105.316753/22.90477778,-105.80685"
La Laja,"(26.61861, -106.87443)",CH5617,"(26.81694, -107.05728)",30.03 km,CH0714,"(26.81174, -107.07233)",30.78 km,"https://www.google.com/maps/dir/26.618612,-106.874433/26.81173889,-107.0723278",CH2074,"(26.81886, -107.08142)",32.06 km,"https://www.google.com/maps/dir/26.618612,-106.874433/26.818858,-107.081417",CH0718,"(26.83303, -107.07060)",32.35 km,"https://www.google.com/maps/dir/26.618612,-106.874433/26.83302778,-107.0706"
La Laja,"(26.69925, -107.49956)",CH0372,"(26.42989, -107.26740)",39.59 km,CH2269,"(27.02892, -107.73714)",45.24 km,"https://www.google.com/maps/dir/26.699248,-107.49956/27.028916,-107.737139",CH2074,"(26.81886, -107.08142)",48.41 km,"https://www.google.com/maps/dir/26.699248,-107.49956/26.818858,-107.081417",CH0714,"(26.81174, -107.07233)",49.18 km,"https://www.google.com/maps/dir/26.699248,-107.49956/26.81173889,-107.0723278"
La Laja,"(26.93400, -106.77263)",CH5617,"(26.81694, -107.05728)",34.26 km,CH0718,"(26.83303, -107.07060)",35.02 km,"https://www.google.com/maps/dir/26.933996,-106.772626/26.83302778,-107.0706",CH0714,"(26.81174, -107.07233)",36.03 km,"https://www.google.com/maps/dir/26.933996,-106.772626/26.81173889,-107.0723278",CH2074,"(26.81886, -107.08142)",36.69 km,"https://www.google.com/maps/dir/26.933996,-106.772626/26.818858,-107.081417"
La Lagunita [De PeÃ±asco Blanco],"(23.00283, -105.09256)",NA7565,"(22.63707, -105.31837)",47.85 km,NA0226,"(22.51984, -105.34442)",60.64 km,"https://www.google.com/maps/dir/23.002828,-105.092563/22.519838,-105.344419",DU0496,"(23.07844, -104.54656)",61.36 km,"https://www.google.com/maps/dir/23.002828,-105.092563/23.078444,-104.546556",NA4245,"(22.49835, -105.32586)",61.87 km,"https://www.google.com/maps/dir/23.002828,-105.092563/22.498352,-105.325859"
La Lagunita (La Joya),"(23.19025, -105.14467)",DU0496,"(23.07844, -104.54656)",67.73 km,DU0235,"(23.77339, -105.35650)",69.07 km,"https://www.google.com/maps/dir/23.190252,-105.144666/23.773389,-105.3565",DU6999,"(23.77830, -105.37182)",70.18 km,"https://www.google.com/maps/dir/23.190252,-105.144666/23.778297,-105.371822",DU2983,"(23.78909, -105.34690)",70.36 km,"https://www.google.com/maps/dir/23.190252,-105.144666/23.789089,-105.346903"
La Lagunita,"(25.41934, -106.60712)",SI0507,"(25.46960, -106.92968)",36.34 km,SI1818,"(25.47913, -106.93961)",37.61 km,"https://www.google.com/maps/dir/25.41934,-106.607123/25.47913333,-106.9396111",DU0174,"(25.05276, -106.33673)",50.71 km,"https://www.google.com/maps/dir/25.41934,-106.607123/25.05276111,-106.3367333",—,—,—,—
La Lagunita,"(25.75220, -106.78799)",SI1818,"(25.47913, -106.93961)",34.77 km,SI0507,"(25.46960, -106.92968)",35.19 km,"https://www.google.com/maps/dir/25.752195,-106.787987/25.4696,-106.9296806",CH0717,"(26.08042, -106.95358)",40.93 km,"https://www.google.com/maps/dir/25.752195,-106.787987/26.08042223,-106.9535833",CH2750,"(26.09427, -106.96368)",42.81 km,"https://www.google.com/maps/dir/25.752195,-106.787987/26.09427,-106.963681"
La Lagunita,"(27.12559, -107.31355)",CH0739,"(27.30113, -107.54361)",32.21 km,CH0718,"(26.83303, -107.07060)",42.33 km,"https://www.google.com/maps/dir/27.125586,-107.313548/26.83302778,-107.0706",CH2074,"(26.81886, -107.08142)",42.82 km,"https://www.google.com/maps/dir/27.125586,-107.313548/26.818858,-107.081417",CH0714,"(26.81174, -107.07233)",44.06 km,"https://www.google.com/maps/dir/27.125586,-107.313548/26.81173889,-107.0723278"
La Lagunita,"(26.77951, -106.77439)",CH5617,"(26.81694, -107.05728)",31.77 km,CH0714,"(26.81174, -107.07233)",33.36 km,"https://www.google.com/maps/dir/26.779513,-106.77439/26.81173889,-107.0723278",CH0718,"(26.83303, -107.07060)",33.51 km,"https://www.google.com/maps/dir/26.779513,-106.77439/26.83302778,-107.0706",CH2074,"(26.81886, -107.08142)",34.46 km,"https://www.google.com/maps/dir/26.779513,-106.77439/26.818858,-107.081417"
La Laguna de Milpillas,"(23.32433, -105.12481)",DU0235,"(23.77339, -105.35650)",56.25 km,DU2983,"(23.78909, -105.34690)",57.34 km,"https://www.google.com/maps/dir/23.324327,-105.12481/23.789089,-105.346903",DU6999,"(23.77830, -105.37182)",57.53 km,"https://www.google.com/maps/dir/23.324327,-105.12481/23.778297,-105.371822",DU0347,"(23.79810, -105.38399)",60.12 km,"https://www.google.com/maps/dir/23.324327,-105.12481/23.798097,-105.383989"
La Laguna de Coyotes,"(23.09463, -105.30105)",NA7565,"(22.63707, -105.31837)",50.97 km,SI0711,"(22.76669, -105.67305)",55.20 km,"https://www.google.com/maps/dir/23.094626,-105.301053/22.76669444,-105.67305",SI5259,"(22.69774, -105.60621)",55.73 km,"https://www.google.com/maps/dir/23.094626,-105.301053/22.69774167,-105.6062139",SI0106,"(22.81546, -105.73509)",57.45 km,"https://www.google.com/maps/dir/23.094626,-105.301053/22.81546111,-105.7350944"
La Laguna [De Yerbabuena de Milpillas],"(23.17409, -105.13659)",DU0496,"(23.07844, -104.54656)",66.54 km,DU0235,"(23.77339, -105.35650)",71.06 km,"https://www.google.com/maps/dir/23.174089,-105.136586/23.773389,-105.3565",DU6999,"(23.77830, -105.37182)",72.18 km,"https://www.google.com/maps/dir/23.174089,-105.136586/23.778297,-105.371822",DU2983,"(23.78909, -105.34690)",72.35 km,"https://www.google.com/maps/dir/23.174089,-105.136586/23.789089,-105.346903"
La Laguna [De Lajas],"(23.11224, -104.91839)",DU0496,"(23.07844, -104.54656)",41.56 km,—,—,—,—,—,—,—,—,—,—,—,—
La Laguna,"(22.06399, -104.30815)",NA2847,"(21.66886, -104.84350)",74.07 km,NA0195,"(21.50351, -104.70170)",76.24 km,"https://www.google.com/maps/dir/22.063987,-104.308146/21.503514,-104.701703",NA0221,"(21.46807, -104.65590)",76.81 km,"https://www.google.com/maps/dir/22.063987,-104.308146/21.46807,-104.6559",NA0194,"(21.94281, -104.99812)",77.98 km,"https://www.google.com/maps/dir/22.063987,-104.308146/21.942811,-104.998118"
La Laguna,"(18.34282, -101.37564)",GR2165,"(18.47569, -100.97771)",46.70 km,GR6118,"(17.92179, -101.32309)",47.23 km,"https://www.google.com/maps/dir/18.342822,-101.375639/17.921786,-101.323086",GR0464,"(18.34305, -100.88518)",54.60 km,"https://www.google.com/maps/dir/18.342822,-101.375639/18.343047,-100.885183",GR0456,"(18.24280, -100.89106)",55.08 km,"https://www.google.com/maps/dir/18.342822,-101.375639/18.242802,-100.891058"
La Laguna,"(22.92341, -104.86319)",DU0496,"(23.07844, -104.54656)",39.25 km,—,—,—,—,—,—,—,—,—,—,—,—
La Laguna,"(27.67442, -107.16576)",CH6453,"(27.93678, -107.04294)",32.25 km,CH2087,"(27.78242, -107.49814)",38.91 km,"https://www.google.com/maps/dir/27.674425,-107.165756/27.782425,-107.498144",CH0908,"(28.05665, -107.03118)",45.11 km,"https://www.google.com/maps/dir/27.674425,-107.165756/28.05665,-107.031183",—,—,—,—
La Laguna,"(22.17732, -104.01622)",ZA0292,"(22.30032, -103.55819)",52.79 km,JL1636,"(21.97547, -103.50061)",61.64 km,"https://www.google.com/maps/dir/22.177319,-104.016223/21.9754715,-103.5006104",ZA0347,"(22.44342, -103.50008)",64.64 km,"https://www.google.com/maps/dir/22.177319,-104.016223/22.443417,-103.500083",JL8887,"(21.92350, -103.44289)",69.80 km,"https://www.google.com/maps/dir/22.177319,-104.016223/21.9235,-103.442886"
La Laguna,"(22.85982, -104.95281)",NA7565,"(22.63707, -105.31837)",47.65 km,DU0496,"(23.07844, -104.54656)",51.36 km,"https://www.google.com/maps/dir/22.859816,-104.952811/23.078444,-104.546556",NA0226,"(22.51984, -105.34442)",57.73 km,"https://www.google.com/maps/dir/22.859816,-104.952811/22.519838,-105.344419",NA4245,"(22.49835, -105.32586)",57.82 km,"https://www.google.com/maps/dir/22.859816,-104.952811/22.498352,-105.325859"
La Laguna,"(22.62199, -104.41001)",DU0496,"(23.07844, -104.54656)",53.04 km,—,—,—,—,—,—,—,—,—,—,—,—
La Laguna,"(17.53765, -100.77554)",GR5716,"(17.27178, -100.89222)",32.32 km,GR1431,"(17.27228, -100.95139)",35.44 km,"https://www.google.com/maps/dir/17.537652,-100.775545/17.272277,-100.951389",GR3317,"(17.37841, -101.05556)",35.86 km,"https://www.google.com/maps/dir/17.537652,-100.775545/17.378408,-101.055564",GR5184,"(17.21094, -100.75567)",36.44 km,"https://www.google.com/maps/dir/17.537652,-100.775545/17.210944,-100.755667"
La Lagartija,"(26.45055, -106.48395)",CH3301,"(26.04211, -106.50761)",45.54 km,CH0369,"(26.95484, -106.34788)",58.14 km,"https://www.google.com/maps/dir/26.450552,-106.48395/26.954838,-106.34788",CH2750,"(26.09427, -106.96368)",66.52 km,"https://www.google.com/maps/dir/26.450552,-106.48395/26.09427,-106.963681",CH0717,"(26.08042, -106.95358)",66.56 km,"https://www.google.com/maps/dir/26.450552,-106.48395/26.08042223,-106.9535833"
La Laborcita,"(27.45828, -106.22713)",CH0375,"(27.45339, -105.81033)",46.40 km,CH3939,"(27.36270, -105.74811)",54.38 km,"https://www.google.com/maps/dir/27.458281,-106.22713/27.3627,-105.748107",CH4324,"(27.46821, -106.73537)",56.59 km,"https://www.google.com/maps/dir/27.458281,-106.22713/27.468212,-106.735372",CH0369,"(26.95484, -106.34788)",57.63 km,"https://www.google.com/maps/dir/27.458281,-106.22713/26.954838,-106.34788"
La Junta,"(27.63506, -107.12076)",CH6453,"(27.93678, -107.04294)",34.69 km,CH2087,"(27.78242, -107.49814)",45.10 km,"https://www.google.com/maps/dir/27.635062,-107.120759/27.782425,-107.498144",CH4324,"(27.46821, -106.73537)",46.75 km,"https://www.google.com/maps/dir/27.635062,-107.120759/27.468212,-106.735372",CH0908,"(28.05665, -107.03118)",47.98 km,"https://www.google.com/maps/dir/27.635062,-107.120759/28.05665,-107.031183"
La Joyita Escondida,"(22.83186, -104.77831)",DU0496,"(23.07844, -104.54656)",37.67 km,—,—,—,—,—,—,—,—,—,—,—,—
La Joyita de Tierras Coloradas,"(22.81976, -104.37036)",DU0496,"(23.07844, -104.54656)",34.84 km,—,—,—,—,—,—,—,—,—,—,—,—
La Joyita,"(27.11220, -106.74053)",CH4324,"(27.46821, -106.73537)",39.64 km,CH0369,"(26.95484, -106.34788)",47.09 km,"https://www.google.com/maps/dir/27.112196,-106.740527/26.954838,-106.34788",CH0718,"(26.83303, -107.07060)",48.12 km,"https://www.google.com/maps/dir/27.112196,-106.740527/26.83302778,-107.0706",CH5617,"(26.81694, -107.05728)",48.20 km,"https://www.google.com/maps/dir/27.112196,-106.740527/26.816942,-107.057278"
La Joyita,"(26.49109, -107.73257)",CH0372,"(26.42989, -107.26740)",52.23 km,CH2269,"(27.02892, -107.73714)",59.87 km,"https://www.google.com/maps/dir/26.49109,-107.732568/27.028916,-107.737139",SI2520,"(26.61647, -108.30358)",65.08 km,"https://www.google.com/maps/dir/26.49109,-107.732568/26.61647222,-108.3035833",SI2521,"(26.55525, -108.35581)",69.75 km,"https://www.google.com/maps/dir/26.49109,-107.732568/26.55525,-108.3558056"
La Joyita,"(26.02485, -107.29084)",SI5998,"(25.87042, -107.54683)",33.28 km,CH2750,"(26.09427, -106.96368)",37.23 km,"https://www.google.com/maps/dir/26.024854,-107.290842/26.09427,-106.963681",CH0717,"(26.08042, -106.95358)",38.05 km,"https://www.google.com/maps/dir/26.024854,-107.290842/26.08042223,-106.9535833",CH0372,"(26.42989, -107.26740)",45.16 km,"https://www.google.com/maps/dir/26.024854,-107.290842/26.429889,-107.2674"
La Joya del Venado,"(25.49851, -106.50208)",SI0507,"(25.46960, -106.92968)",47.71 km,SI1818,"(25.47913, -106.93961)",48.75 km,"https://www.google.com/maps/dir/25.498511,-106.502083/25.47913333,-106.9396111",DU0174,"(25.05276, -106.33673)",52.92 km,"https://www.google.com/maps/dir/25.498511,-106.502083/25.05276111,-106.3367333",CH3301,"(26.04211, -106.50761)",60.52 km,"https://www.google.com/maps/dir/25.498511,-106.502083/26.042111,-106.507611"
La Joya del Agostadero,"(22.84039, -104.21091)",DU0496,"(23.07844, -104.54656)",45.81 km,—,—,—,—,—,—,—,—,—,—,—,—
La Joya de los Quiotes,"(24.52364, -105.46712)",DU0176,"(24.90683, -105.37349)",43.91 km,DU0467,"(24.94863, -105.41173)",47.71 km,"https://www.google.com/maps/dir/24.523643,-105.467123/24.948628,-105.411733",DU0626,"(24.80783, -105.13448)",48.70 km,"https://www.google.com/maps/dir/24.523643,-105.467123/24.807826,-105.134483",DU2990,"(25.03256, -105.42306)",56.87 km,"https://www.google.com/maps/dir/24.523643,-105.467123/25.032564,-105.423056"
La Joya de Chiqueros,"(25.69096, -106.15253)",DU0225,"(25.93063, -105.95694)",34.44 km,DU7944,"(25.92462, -105.94612)",34.71 km,"https://www.google.com/maps/dir/25.690961,-106.152533/25.924625,-105.946119",—,—,—,—,—,—,—,—
La Joya Alegre,"(24.22325, -105.49317)",DU0266,"(23.92609, -105.34104)",37.16 km,DU0472,"(23.86234, -105.31529)",44.79 km,"https://www.google.com/maps/dir/24.223254,-105.493167/23.862344,-105.315289",DU0471,"(23.81039, -105.54583)",46.33 km,"https://www.google.com/maps/dir/24.223254,-105.493167/23.810392,-105.545831",DU0347,"(23.79810, -105.38399)",48.86 km,"https://www.google.com/maps/dir/24.223254,-105.493167/23.798097,-105.383989"
La Joya [De la Puerta],"(23.40091, -105.39622)",DU4501,"(23.70194, -105.57852)",39.18 km,DU5639,"(23.74774, -105.53415)",41.55 km,"https://www.google.com/maps/dir/23.400913,-105.396224/23.747737,-105.534146",DU0235,"(23.77339, -105.35650)",41.70 km,"https://www.google.com/maps/dir/23.400913,-105.396224/23.773389,-105.3565",DU6999,"(23.77830, -105.37182)",42.10 km,"https://www.google.com/maps/dir/23.400913,-105.396224/23.778297,-105.371822"
La Joya,"(22.70222, -103.87250)",ZA0128,"(22.76281, -103.57483)",33.82 km,ZA0447,"(22.76671, -103.57033)",34.40 km,"https://www.google.com/maps/dir/22.702222,-103.872499/22.766706,-103.570328",ZA5108,"(22.77271, -103.56863)",34.72 km,"https://www.google.com/maps/dir/22.702222,-103.872499/22.772706,-103.568633",ZA0382,"(22.78473, -103.55256)",36.78 km,"https://www.google.com/maps/dir/22.702222,-103.872499/22.784725,-103.552564"
La Joya,"(25.59076, -106.57314)",SI0507,"(25.46960, -106.92968)",41.92 km,SI1818,"(25.47913, -106.93961)",42.65 km,"https://www.google.com/maps/dir/25.59076,-106.573139/25.47913333,-106.9396111",CH3301,"(26.04211, -106.50761)",50.77 km,"https://www.google.com/maps/dir/25.59076,-106.573139/26.042111,-106.507611",—,—,—,—
La Joya,"(27.95254, -107.93891)",CH0784,"(27.87114, -108.21967)",32.54 km,CH4809,"(27.96549, -107.60990)",36.65 km,"https://www.google.com/maps/dir/27.952541,-107.938907/27.965488,-107.609903",CH3951,"(27.97233, -107.60157)",37.62 km,"https://www.google.com/maps/dir/27.952541,-107.938907/27.972333,-107.601575",CH4808,"(27.98028, -107.59718)",38.17 km,"https://www.google.com/maps/dir/27.952541,-107.938907/27.98028,-107.597178"
La Joya,"(26.26806, -106.73815)",CH2750,"(26.09427, -106.96368)",31.70 km,CH0717,"(26.08042, -106.95358)",31.80 km,"https://www.google.com/maps/dir/26.268057,-106.738147/26.08042223,-106.9535833",CH3301,"(26.04211, -106.50761)",35.93 km,"https://www.google.com/maps/dir/26.268057,-106.738147/26.042111,-106.507611",—,—,—,—
La Joya,"(25.30524, -106.54943)",DU0174,"(25.05276, -106.33673)",36.75 km,SI0507,"(25.46960, -106.92968)",46.11 km,"https://www.google.com/maps/dir/25.305243,-106.549431/25.4696,-106.9296806",SI1818,"(25.47913, -106.93961)",47.55 km,"https://www.google.com/maps/dir/25.305243,-106.549431/25.47913333,-106.9396111",—,—,—,—
La Joya,"(26.03206, -107.29292)",SI5998,"(25.87042, -107.54683)",33.51 km,CH2750,"(26.09427, -106.96368)",37.30 km,"https://www.google.com/maps/dir/26.032056,-107.292923/26.09427,-106.963681",CH0717,"(26.08042, -106.95358)",38.16 km,"https://www.google.com/maps/dir/26.032056,-107.292923/26.08042223,-106.9535833",CH0372,"(26.42989, -107.26740)",44.38 km,"https://www.google.com/maps/dir/26.032056,-107.292923/26.429889,-107.2674"
La Joya,"(26.58909, -106.42596)",CH0369,"(26.95484, -106.34788)",41.63 km,CH0911,"(27.05566, -106.26396)",54.98 km,"https://www.google.com/maps/dir/26.589094,-106.425964/27.05566111,-106.2639583",CH3301,"(26.04211, -106.50761)",61.56 km,"https://www.google.com/maps/dir/26.589094,-106.425964/26.042111,-106.507611",—,—,—,—
La Joya,"(22.78841, -104.47158)",DU0496,"(23.07844, -104.54656)",33.35 km,—,—,—,—,—,—,—,—,—,—,—,—
La Joya,"(26.43098, -106.93099)",CH0372,"(26.42989, -107.26740)",37.45 km,CH2750,"(26.09427, -106.96368)",37.66 km,"https://www.google.com/maps/dir/26.430977,-106.930993/26.09427,-106.963681",CH0717,"(26.08042, -106.95358)",39.10 km,"https://www.google.com/maps/dir/26.430977,-106.930993/26.08042223,-106.9535833",CH5617,"(26.81694, -107.05728)",45.21 km,"https://www.google.com/maps/dir/26.430977,-106.930993/26.816942,-107.057278"
La Joya,"(21.61732, -103.81648)",ZA1169,"(21.50249, -103.55792)",31.49 km,ZA0044,"(21.46583, -103.46193)",42.92 km,"https://www.google.com/maps/dir/21.61732,-103.816479/21.465831,-103.461931",ZA0263,"(21.80789, -103.46603)",44.41 km,"https://www.google.com/maps/dir/21.61732,-103.816479/21.807894,-103.466025",ZA8178,"(21.51044, -103.40625)",47.19 km,"https://www.google.com/maps/dir/21.61732,-103.816479/21.510444,-103.40625"
La Joya,"(24.76314, -106.25130)",DU0174,"(25.05276, -106.33673)",33.61 km,—,—,—,—,—,—,—,—,—,—,—,—
La Iglesia,"(17.68956, -100.63962)",GR0756,"(17.31715, -100.39922)",49.34 km,GR1505,"(17.22878, -100.63653)",51.30 km,"https://www.google.com/maps/dir/17.689563,-100.63962/17.228778,-100.636528",GR4010,"(17.22302, -100.63185)",51.94 km,"https://www.google.com/maps/dir/17.689563,-100.63962/17.22302,-100.631849",GR1238,"(17.20775, -100.63081)",53.64 km,"https://www.google.com/maps/dir/17.689563,-100.63962/17.207747,-100.630806"
La Huerta,"(26.81132, -107.89841)",CH2269,"(27.02892, -107.73714)",30.15 km,—,—,—,—,—,—,—,—,—,—,—,—
La Huerta,"(24.80876, -106.61583)",SI0733,"(24.94536, -106.94647)",39.83 km,DU0174,"(25.05276, -106.33673)",41.27 km,"https://www.google.com/maps/dir/24.808756,-106.615827/25.05276111,-106.3367333",SI2620,"(24.96764, -106.97108)",43.32 km,"https://www.google.com/maps/dir/24.808756,-106.615827/24.96763889,-106.9710806",SI4807,"(24.41386, -106.69064)",44.74 km,"https://www.google.com/maps/dir/24.808756,-106.615827/24.41386111,-106.6906389"
La Huerta,"(27.33243, -106.31177)",CH0911,"(27.05566, -106.26396)",31.27 km,CH0369,"(26.95484, -106.34788)",42.23 km,"https://www.google.com/maps/dir/27.332434,-106.311774/26.954838,-106.34788",—,—,—,—,—,—,—,—
La Huerta,"(31.93452, -116.13272)",BN8329,"(31.88160, -116.54694)",46.49 km,BN0004,"(31.86205, -116.54579)",46.69 km,"https://www.google.com/maps/dir/31.934517,-116.132718/31.862047,-116.545791",BN1982,"(31.90011, -116.55286)",46.93 km,"https://www.google.com/maps/dir/31.934517,-116.132718/31.900111,-116.552861",BN4950,"(31.87597, -116.56407)",48.46 km,"https://www.google.com/maps/dir/31.934517,-116.132718/31.875969,-116.564072"
